,Position,Track Name,Artist,Streams,URL,date
74,75,Bartier Cardi (feat. 21 Savage),Cardi B,6956336,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,2018-02-25
75,76,Bum Bum Tam Tam,MC Fioti,6813455,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr,2018-02-25
76,77,How Long,Charlie Puth,6791621,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2018-02-25
77,78,Solita,Ozuna,6727711,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,2018-02-25
78,79,She Loves Control,Camila Cabello,6675528,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy,2018-02-25
79,80,You Owe Me,The Chainsmokers,6671953,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel,2018-02-25
80,81,Se Preparó,Ozuna,6668316,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2018-02-25
81,82,Sky Walker (feat. Travis Scott),Miguel,6610617,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,2018-02-25
82,83,Me Rehúso,Danny Ocean,6492320,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2018-02-25
83,84,Unforgettable,French Montana,6444919,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2018-02-25
84,85,Bank Account,21 Savage,6389230,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2018-02-25
85,86,BILLY,6ix9ine,6347537,https://open.spotify.com/track/7bRRHQelMfrP86QYQlCsAq,2018-02-25
86,87,Nowadays (feat. Landon Cube),Lil Skies,6232846,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2018-02-25
87,88,Gucci Gang,Lil Pump,6133855,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,2018-02-25
88,89,Mi Gente,J Balvin,6133790,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2018-02-25
89,90,RONDO,6ix9ine,6122294,https://open.spotify.com/track/1Y500yrabUJY2mIQS3RDt4,2018-02-25
90,91,PICK IT UP (feat. A$AP Rocky),Famous Dex,6083315,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,2018-02-25
91,92,1-800-273-8255,Logic,6068890,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-02-25
92,93,MotorSport,Migos,6030860,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt,2018-02-25
93,94,I Like Me Better,Lauv,6004128,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2018-02-25
94,95,Say You Won't Let Go,James Arthur,6000282,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-02-25
95,96,Attention,Charlie Puth,5974748,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2018-02-25
96,97,Something Just Like This,The Chainsmokers,5962512,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2018-02-25
97,98,Jocelyn Flores,XXXTENTACION,5933274,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-02-25
98,99,Like I Do,David Guetta,5890600,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ,2018-02-25
99,100,Quiero Repetir,Ozuna,5801891,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri,2018-02-25
100,101,New Freezer (feat. Kendrick Lamar),Rich The Kid,5793775,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,2018-02-25
101,102,All Falls Down (feat. Juliander),Alan Walker,5741724,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,2018-02-25
102,103,Mayores,Becky G,5728012,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2018-02-25
103,104,Location,Khalid,5710770,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2018-02-25
104,105,Big Shot (with Travis Scott),Kendrick Lamar,5689347,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7,2018-02-25
105,106,Plain Jane,A$AP Ferg,5679749,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2018-02-25
106,107,Paramedic!,SOB X RBE,5678477,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA,2018-02-25
107,108,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,5677148,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,2018-02-25
108,109,Sorry Not Sorry,Demi Lovato,5606494,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2018-02-25
109,110,Naked,James Arthur,5567375,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl,2018-02-25
110,111,Breathe,Jax Jones,5480860,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n,2018-02-25
111,112,More Than You Know,Axwell /\ Ingrosso,5476540,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,2018-02-25
112,113,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,5400485,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM,2018-02-25
113,114,Walk It Talk It,Migos,5400181,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,2018-02-25
114,115,Bounce Out With That,YBN Nahmir,5397587,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq,2018-02-25
115,116,Stargazing,Kygo,5371164,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,2018-02-25
116,117,goosebumps,Travis Scott,5369629,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2018-02-25
117,118,Lonely Together (feat. Rita Ora),Avicii,5342862,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,2018-02-25
118,119,Báilame - Remix,Nacho,5339349,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2018-02-25
119,120,Bodak Yellow,Cardi B,5238159,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2018-02-25
120,121,Esperándote,Manuel Turizo,5221761,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj,2018-02-25
121,122,Next To Me,Imagine Dragons,5213958,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb,2018-02-25
122,123,Whatever It Takes,Imagine Dragons,5207266,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u,2018-02-25
123,124,KEKE,6ix9ine,5198789,https://open.spotify.com/track/7q1ikCoQLytPP5TTzDy7JK,2018-02-25
124,125,Go Flex,Post Malone,5159410,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2018-02-25
125,126,Que Va,Alex Sensation,5068972,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2018-02-25
126,127,One Dance,Drake,5037260,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2018-02-25
127,128,Vuelve,Daddy Yankee,5024982,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2018-02-25
128,129,SUTRA,Sebastian Yatra,5013929,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5,2018-02-25
129,130,BUTTERFLY EFFECT,Travis Scott,4940197,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,2018-02-25
130,131,Suena El Dembow,Joey Montana,4938726,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2018-02-25
131,132,Déjate Llevar,Juan Magán,4928644,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6,2018-02-25
132,133,Robarte un Beso,Carlos Vives,4922159,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2018-02-25
133,134,Symphony (feat. Zara Larsson),Clean Bandit,4916330,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2018-02-25
134,135,Thinking out Loud,Ed Sheeran,4857761,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2018-02-25
135,136,GUMMO,6ix9ine,4843431,https://open.spotify.com/track/0VtxQUpwnkeedz0QhhuOgA,2018-02-25
136,137,Photograph,Ed Sheeran,4818146,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2018-02-25
137,138,Despacito - Remix,Luis Fonsi,4800451,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2018-02-25
138,139,There's Nothing Holdin' Me Back,Shawn Mendes,4772382,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2018-02-25
139,140,Closer,The Chainsmokers,4762634,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2018-02-25
140,141,Strip That Down,Liam Payne,4748599,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2018-02-25
141,142,That's What I Like,Bruno Mars,4735904,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2018-02-25
142,143,Bella y Sensual,Romeo Santos,4705208,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3,2018-02-25
143,144,Escápate Conmigo (feat. Ozuna),Wisin,4672563,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc,2018-02-25
144,145,The Greatest Show,Hugh Jackman,4609227,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,2018-02-25
145,146,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4572483,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,2018-02-25
146,147,Fuck Love (feat. Trippie Redd),XXXTENTACION,4478435,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2018-02-25
147,148,Felices los 4,Maluma,4431919,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2018-02-25
148,149,Issues,Julia Michaels,4391288,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,2018-02-25
149,150,White Iverson,Post Malone,4379705,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2018-02-25
150,151,Passionfruit,Drake,4354271,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz,2018-02-25
151,152,Getting Over You,Lauv,4352561,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a,2018-02-25
152,153,I Get the Bag (feat. Migos),Gucci Mane,4351824,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,2018-02-25
153,154,El Farsante - Remix,Ozuna,4346499,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4,2018-02-25
154,155,Galway Girl,Ed Sheeran,4316725,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2018-02-25
155,156,Tell Me You Love Me,Demi Lovato,4306971,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,2018-02-25
156,157,Havana - Remix,Camila Cabello,4267489,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,2018-02-25
157,158,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4257444,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2018-02-25
158,159,DNA.,Kendrick Lamar,4255367,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2018-02-25
159,160,Roll In Peace (feat. XXXTENTACION),Kodak Black,4251570,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2018-02-25
160,161,Mama,Jonas Blue,4229826,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2018-02-25
161,162,A Million Dreams,Ziv Zaifman,4205083,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2018-02-25
162,163,Wanted You (feat. Lil Uzi Vert),NAV,4193723,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,2018-02-25
163,164,Notice Me,Migos,4192988,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht,2018-02-25
164,165,Dreamer,Axwell /\ Ingrosso,4188691,https://open.spotify.com/track/7hvxMYq9JW5W0vFwiu1Zdr,2018-02-25
165,166,Redbone,Childish Gambino,4176987,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2018-02-25
166,167,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,4163885,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2018-02-25
167,168,Starboy,The Weeknd,4135688,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2018-02-25
168,169,Friends (with BloodPop®),Justin Bieber,4128600,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2018-02-25
169,170,Never Enough,Loren Allred,4118217,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2018-02-25
170,171,The Weekend - Funk Wav Remix,SZA,4117770,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2018-02-25
171,172,Perro Fiel (feat. Nicky Jam),Shakira,4111575,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,2018-02-25
172,173,Mask Off,Future,4046899,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,2018-02-25
173,174,Wonderwall - Remastered,Oasis,4039457,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,2018-02-25
174,175,Opps (with Yugen Blakrok),Vince Staples,4025948,https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI,2018-02-25
175,176,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3989719,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,2018-02-25
176,177,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta,3981785,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7,2018-02-25
177,178,Wait,Maroon 5,3964592,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,2018-02-25
178,179,It Ain't Me (with Selena Gomez),Kygo,3958040,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2018-02-25
179,180,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,3954909,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2018-02-25
180,181,What About Us,P!nk,3939668,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,2018-02-25
181,182,My My My!,Troye Sivan,3937487,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,2018-02-25
182,183,Despacito (Featuring Daddy Yankee),Luis Fonsi,3922579,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2018-02-25
183,184,Stay,Zedd,3916420,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,2018-02-25
184,185,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,3915176,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2018-02-25
185,186,Barking,Ramz,3896699,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2,2018-02-25
186,187,Scared to Be Lonely,Martin Garrix,3865998,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2018-02-25
187,188,Black Panther,Kendrick Lamar,3851259,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof,2018-02-25
188,189,Glorious (feat. Skylar Grey),Macklemore,3833545,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,2018-02-25
189,190,Cocky (feat. London On Da Track),A$AP Rocky,3823251,https://open.spotify.com/track/1nO2NjuFkGaAWcMdJ1pNrp,2018-02-25
190,191,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3803760,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2018-02-25
191,192,Wait (feat. A Boogie Wit da Hoodie),Maroon 5,3797718,https://open.spotify.com/track/0SvxydoxEEkXt9aMAqTfpB,2018-02-25
192,193,Una Lady Como Tú,Manuel Turizo,3786147,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2018-02-25
193,194,Red Roses (feat. Landon Cube),Lil Skies,3774679,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,2018-02-25
194,195,Mr. Brightside,The Killers,3742737,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2018-02-25
195,196,End Game,Taylor Swift,3731912,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,2018-02-25
196,197,'Till I Collapse,Eminem,3719448,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2018-02-25
197,198,The Other Side,Hugh Jackman,3699382,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2018-02-25
198,199,La Modelo,Ozuna,3694547,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,2018-02-25
199,200,Leave a Light On,Tom Walker,3676340,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W,2018-02-25
0,1,God's Plan,Drake,51378259,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,2018-03-04
1,2,Psycho (feat. Ty Dolla $ign),Post Malone,37497635,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,2018-03-04
2,3,All The Stars (with SZA),Kendrick Lamar,28203588,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2018-03-04
3,4,FRIENDS,Marshmello,23594039,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-03-04
4,5,IDGAF,Dua Lipa,23506139,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2018-03-04
5,6,Mine,Bazzi,22677869,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,2018-03-04
6,7,Look Alive (feat. Drake),BlocBoy JB,21104248,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2018-03-04
7,8,The Middle,Zedd,20963966,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,2018-03-04
8,9,Pray For Me (with Kendrick Lamar),The Weeknd,20201000,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x,2018-03-04
9,10,rockstar,Post Malone,19708050,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX,2018-03-04
10,11,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,19168120,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018-03-04
11,12,SAD!,XXXTENTACION,18220827,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL,2018-03-04
12,13,Love Lies (with Normani),Khalid,18005810,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2018-03-04
13,14,Dura,Daddy Yankee,17817700,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc,2018-03-04
14,15,Havana (feat. Young Thug),Camila Cabello,17679305,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-03-04
15,16,Amorfoda,Bad Bunny,17209365,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF,2018-03-04
16,17,River (feat. Ed Sheeran),Eminem,14776173,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,2018-03-04
17,18,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,14455651,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,2018-03-04
18,19,Stir Fry,Migos,14385682,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,2018-03-04
19,20,Échame La Culpa,Luis Fonsi,14313006,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-03-04
20,21,Never Be the Same,Camila Cabello,14183815,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,2018-03-04
21,22,Finesse - Remix; feat. Cardi B,Bruno Mars,14036953,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,2018-03-04
22,23,I Fall Apart,Post Malone,13324059,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2018-03-04
23,24,New Rules,Dua Lipa,13283155,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2018-03-04
24,25,Sick Boy,The Chainsmokers,12657580,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX,2018-03-04
25,26,Wolves,Selena Gomez,12650514,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2018-03-04
26,27,Perfect,Ed Sheeran,12581210,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2018-03-04
27,28,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,12503997,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,2018-03-04
28,29,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,12264866,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-03-04
29,30,Him & I (with Halsey),G-Eazy,12124294,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,2018-03-04
30,31,X,Nicky Jam,12073809,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,2018-03-04
31,32,Let You Down,NF,11683420,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-04
32,33,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,11472582,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2018-03-04
33,34,Everyday,Logic,11350020,https://open.spotify.com/track/6zOhgKfbMiQWToE6K13s2s,2018-03-04
34,35,Capital Letters,Hailee Steinfeld,11308602,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,2018-03-04
35,36,Bella,Wolfine,11248984,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE,2018-03-04
36,37,Shape of You,Ed Sheeran,11209976,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2018-03-04
37,38,Heaven,Julia Michaels,11159967,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb,2018-03-04
38,39,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,10936212,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2018-03-04
39,40,Ric Flair Drip (& Metro Boomin),Offset,10778895,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2018-03-04
40,41,Say Something (feat. Chris Stapleton),Justin Timberlake,10754295,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS,2018-03-04
41,42,Corazón,Maluma,10557798,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2018-03-04
42,43,Downtown,Anitta,10193821,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,2018-03-04
43,44,Criminal,Natti Natasha,9732621,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2018-03-04
44,45,Me Niego (feat. Ozuna & Wisin),Reik,9653391,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,2018-03-04
45,46,Feel It Still,Portugal. The Man,9592903,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2018-03-04
46,47,I Miss You (feat. Julia Michaels),Clean Bandit,9485102,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2018-03-04
47,48,This Is Me,Keala Settle,9356402,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,2018-03-04
48,49,Silence,Marshmello,9329269,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2018-03-04
49,50,Thunder,Imagine Dragons,9197764,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn,2018-03-04
50,51,Sensualidad,Bad Bunny,8671872,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-03-04
51,52,Too Good At Goodbyes,Sam Smith,8477724,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-03-04
52,53,XO Tour Llif3,Lil Uzi Vert,8361619,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2018-03-04
53,54,What Lovers Do (feat. SZA),Maroon 5,8356378,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2018-03-04
54,55,Síguelo Bailando,Ozuna,8303524,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz,2018-03-04
55,56,changes,XXXTENTACION,8137908,https://open.spotify.com/track/4PANCoXZX3RaT2D6mqSdEU,2018-03-04
56,57,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,8133409,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU,2018-03-04
57,58,Rewrite The Stars,Zac Efron,8032232,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2018-03-04
58,59,Congratulations,Post Malone,8027960,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2018-03-04
59,60,"Top Off (feat. JAY Z, Future & Beyoncé)",DJ Khaled,7898874,https://open.spotify.com/track/1W6wxOOYyJyyok8fqYSZ3m,2018-03-04
60,61,HUMBLE.,Kendrick Lamar,7557305,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2018-03-04
61,62,Narcos,Migos,7537506,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,2018-03-04
62,63,Young Dumb & Broke,Khalid,7529422,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2018-03-04
63,64,44 More,Logic,7470840,https://open.spotify.com/track/6iyp6udVpLuq3MCUulZT4h,2018-03-04
64,65,Dembow,Danny Ocean,7435864,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,2018-03-04
65,66,Betrayed,Lil Xan,7100662,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,2018-03-04
66,67,Anywhere,Rita Ora,7097454,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,2018-03-04
67,68,Candy Paint,Post Malone,7060385,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,2018-03-04
68,69,Bum Bum Tam Tam,MC Fioti,7057016,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr,2018-03-04
69,70,Dusk Till Dawn - Radio Edit,ZAYN,7017358,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2018-03-04
70,71,LOVE. FEAT. ZACARI.,Kendrick Lamar,6927772,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2018-03-04
71,72,Machika,J Balvin,6904604,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy,2018-03-04
72,73,Believer,Imagine Dragons,6904023,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4,2018-03-04
73,74,Breathe,Jax Jones,6872019,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n,2018-03-04
74,75,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,6812185,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,2018-03-04
75,76,Like I Do,David Guetta,6809877,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ,2018-03-04
76,77,Jocelyn Flores,XXXTENTACION,6767952,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-03-04
77,78,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,6752166,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2018-03-04
78,79,You Owe Me,The Chainsmokers,6643308,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel,2018-03-04
79,80,She Loves Control,Camila Cabello,6557495,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy,2018-03-04
80,81,Solita,Ozuna,6550506,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,2018-03-04
81,82,Tip Toe (feat. French Montana),Jason Derulo,6548236,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2018-03-04
